unnamed:_0,filing_date,trade_date,ticker,insider_name,insider_title,trade_type,price,qty,owned,δown%,value,trade_price,trade_value,delta_own_pct,trade_date_ddmmyyyy,filing_date_ddmmyyyy,calc_value,value_abs_diff
,2025-01-16 18:00:29,2025-01-16,JPM,Bacon Ashley,Chief Risk Officer,S,$253.94,-7122.0,219388.0,-0.03,"-$1,808,591",253.94,-1808591.0,-0.0003,16/01/2025,16/01/2025,-1808560.68,30.320000000065193
D,2025-01-15 16:36:08,2025-01-13,JPM,Korablina Elena A,Corporate Controller,F,$241.77,-5559.0,12328.0,-0.31,"-$1,343,999",241.77,-1343999.0,-0.0031,13/01/2025,15/01/2025,-1343999.4300000002,0.43000000016763806
D,2025-01-15 16:36:06,2025-01-13,JPM,Pinto Daniel E,"Pres, COO",F,$241.77,-39577.0,669771.0,-0.06,"-$9,568,531",241.77,-9568531.0,-0.0006,13/01/2025,15/01/2025,-9568531.290000001,0.2900000009685755
D,2025-01-15 16:36:04,2025-01-13,JPM,Lake Marianne,CEO CCB,F,$241.77,-16393.0,237962.0,-0.06,"-$3,963,336",241.77,-3963336.0,-0.0006,13/01/2025,15/01/2025,-3963335.6100000003,0.3899999996647239
D,2025-01-15 16:36:02,2025-01-13,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",F,$241.77,-24679.0,604908.0,-0.04,"-$5,966,642",241.77,-5966642.0,-0.0004,13/01/2025,15/01/2025,-5966641.83,0.1699999999254942
D,2025-01-15 16:36:00,2025-01-13,JPM,Piepszak Jennifer,COO,F,$241.77,-16232.0,58742.0,-0.22,"-$3,924,411",241.77,-3924411.0,-0.0022,13/01/2025,15/01/2025,-3924410.64,0.35999999986961484
D,2025-01-15 16:35:59,2025-01-13,JPM,Bacon Ashley,Chief Risk Officer,F,$241.77,-13424.0,226510.0,-0.06,"-$3,245,520",241.77,-3245520.0,-0.0006,13/01/2025,15/01/2025,-3245520.48,0.47999999998137355
D,2025-01-15 16:35:57,2025-01-13,JPM,Barnum Jeremy,CFO,F,$241.77,-11094.0,44786.0,-0.2,"-$2,682,196",241.77,-2682196.0,-0.002,13/01/2025,15/01/2025,-2682196.38,0.3799999998882413
D,2025-01-15 16:35:55,2025-01-13,JPM,Beer Lori A,CIO,F,$241.77,-8683.0,54587.0,-0.14,"-$2,099,289",241.77,-2099289.0,-0.0014000000000000002,13/01/2025,15/01/2025,-2099288.91,0.08999999985098839
D,2025-01-15 16:35:54,2025-01-13,JPM,Rohrbaugh Troy L,Co-CEO CIB,F,$241.77,-23418.0,195971.0,-0.11,"-$5,661,770",241.77,-5661770.0,-0.0011,13/01/2025,15/01/2025,-5661769.86,0.13999999966472387
D,2025-01-15 16:34:53,2025-01-13,JPM,Friedman Stacey,GC,F,$241.77,-14989.0,116057.0,-0.11,"-$3,623,891",241.77,-3623891.0,-0.0011,13/01/2025,15/01/2025,-3623890.5300000003,0.4699999997392297
D,2025-01-15 16:34:50,2025-01-13,JPM,Leopold Robin,Head of HR,F,$241.77,-7617.0,70293.0,-0.1,"-$1,841,562",241.77,-1841562.0,-0.001,13/01/2025,15/01/2025,-1841562.09,0.09000000008381903
,2025-01-02 16:17:32,2024-12-31,JPM,Rometty Virginia M,Dir,A,$239.71,146.0,11955.0,0.01,"+$35,000",239.71,35000.0,0.0001,31/12/2024,02/01/2025,34997.66,2.3399999999965075
,2025-01-02 16:17:31,2024-12-31,JPM,Novakovic Phebe N,Dir,A,$239.71,156.0,10526.0,0.02,"+$37,500",239.71,37500.0,0.0002,31/12/2024,02/01/2025,37394.76,105.23999999999796
,2025-01-02 16:17:29,2024-12-31,JPM,Hobson Mellody L,Dir,A,$239.71,188.0,150589.0,0,"+$45,000",239.71,45000.0,0.0,31/12/2024,02/01/2025,45065.48,65.4800000000032
,2025-01-02 16:17:28,2024-12-31,JPM,Gorsky Alex,Dir,A,$239.71,156.0,5213.0,0.03,"+$37,500",239.71,37500.0,0.0003,31/12/2024,02/01/2025,37394.76,105.23999999999796
,2025-01-02 16:17:26,2024-12-31,JPM,Burke Stephen B,Dir,A,$239.71,235.0,255778.0,0,"+$56,250",239.71,56250.0,0.0,31/12/2024,02/01/2025,56331.85,81.84999999999854
,2024-11-15 16:16:43,2024-11-14,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",G,$0.00,-2100.0,583798.0,0,-$0,0.0,-0.0,0.0,14/11/2024,15/11/2024,-0.0,0.0
,2024-11-15 16:16:42,2024-11-15,JPM,Rohrbaugh Troy L,Co-CEO CIB,G,$0.00,-12362.0,175871.0,-0.07,-$0,0.0,-0.0,-0.0007000000000000001,15/11/2024,15/11/2024,-0.0,0.0
,2024-10-31 16:16:03,2024-10-30,JPM,Leopold Robin,Head of HR,G,$0.00,-45.0,63062.0,0,-$0,0.0,-0.0,0.0,30/10/2024,31/10/2024,-0.0,0.0
D,2024-10-28 16:47:30,2024-10-25,JPM,Korablina Elena A,Corporate Controller,F,$223.25,-965.0,7226.0,-0.12,"-$215,434",223.25,-215434.0,-0.0012,25/10/2024,28/10/2024,-215436.25,2.25
,2024-10-01 16:16:48,2024-09-30,JPM,Rometty Virginia M,Dir,A,$210.86,178.0,11741.0,0.02,"+$37,500",210.86,37500.0,0.0002,30/09/2024,01/10/2024,37533.08,33.080000000001746
,2024-10-01 16:16:47,2024-09-30,JPM,Novakovic Phebe N,Dir,A,$210.86,178.0,10311.0,0.02,"+$37,500",210.86,37500.0,0.0002,30/09/2024,01/10/2024,37533.08,33.080000000001746
,2024-10-01 16:16:45,2024-09-30,JPM,Hobson Mellody L,Dir,A,$210.86,237.0,150279.0,0,"+$50,000",210.86,50000.0,0.0,30/09/2024,01/10/2024,49973.82,26.18000000000029
,2024-10-01 16:16:43,2024-09-30,JPM,Gorsky Alex,Dir,A,$210.86,178.0,5027.0,0.04,"+$37,500",210.86,37500.0,0.0004,30/09/2024,01/10/2024,37533.08,33.080000000001746
,2024-10-01 16:16:42,2024-09-30,JPM,Burke Stephen B,Dir,A,$210.86,290.0,254671.0,0,"+$61,250",210.86,61250.0,0.0,30/09/2024,01/10/2024,61149.4,100.59999999999854
,2024-07-16 16:18:49,2024-07-15,JPM,Leopold Robin,Head of HR,G,$0.00,-48.0,63107.0,0,-$0,0.0,-0.0,0.0,15/07/2024,16/07/2024,-0.0,0.0
,2024-07-01 16:17:52,2024-06-30,JPM,Hobson Mellody L,Dir,A,$202.26,222.0,149928.0,0,"+$45,000",202.26,45000.0,0.0,30/06/2024,01/07/2024,44901.72,98.27999999999884
,2024-07-01 16:17:51,2024-06-30,JPM,Gorsky Alex,Dir,A,$202.26,185.0,4823.0,0.04,"+$37,500",202.26,37500.0,0.0004,30/06/2024,01/07/2024,37418.1,81.90000000000146
,2024-07-01 16:17:49,2024-06-30,JPM,Burke Stephen B,Dir,A,$202.26,278.0,253560.0,0,"+$56,250",202.26,56250.0,0.0,30/06/2024,01/07/2024,56228.28,21.720000000001164
,2024-07-01 16:17:48,2024-06-30,JPM,Novakovic Phebe N,Dir,A,$202.26,185.0,10080.0,0.02,"+$37,500",202.26,37500.0,0.0002,30/06/2024,01/07/2024,37418.1,81.90000000000146
,2024-07-01 16:17:47,2024-06-30,JPM,Rometty Virginia M,Dir,A,$202.26,173.0,11500.0,0.02,"+$35,000",202.26,35000.0,0.0002,30/06/2024,01/07/2024,34990.979999999996,9.020000000004075
,2024-06-20 16:35:02,2024-06-20,JPM,Friedman Stacey,GC,S,$197.58,-4415.0,102843.0,-0.04,"-$872,311",197.58,-872311.0,-0.0004,20/06/2024,20/06/2024,-872315.7000000001,4.700000000069849
,2024-06-10 17:04:36,2024-06-10,JPM,Bacon Ashley,Chief Risk Officer,S,$199.54,-5086.0,212265.0,-0.02,"-$1,014,857",199.54,-1014857.0,-0.0002,10/06/2024,10/06/2024,-1014860.44,3.4399999999441206
,2024-05-20 17:19:16,2024-05-20,JPM,Beer Lori A,CIO,S,$200.64,-5298.0,46375.0,-0.1,"-$1,062,989",200.64,-1062989.0,-0.001,20/05/2024,20/05/2024,-1062990.72,1.7199999999720603
,2024-05-20 17:14:46,2024-05-20,JPM,Friedman Stacey,GC,S,$200.65,-4415.0,107258.0,-0.04,"-$885,862",200.65,-885862.0,-0.0004,20/05/2024,20/05/2024,-885869.75,7.75
,2024-05-14 16:43:43,2024-05-14,JPM,Lake Marianne,CEO CCB,S,$200.02,-11734.0,221031.0,-0.05,"-$2,347,065",200.02,-2347065.0,-0.0005,14/05/2024,14/05/2024,-2347034.68,30.319999999832362
,2024-05-10 16:48:20,2024-05-10,JPM,Leopold Robin,Head of HR,S,$198.86,-3000.0,63155.0,-0.05,"-$596,577",198.86,-596577.0,-0.0005,10/05/2024,10/05/2024,-596580.0,3.0
,2024-05-10 16:36:57,2024-05-09,JPM,Rohrbaugh Troy L,Co-CEO CIB,G,$0.00,-10474.0,187695.0,-0.05,-$0,0.0,-0.0,-0.0005,09/05/2024,10/05/2024,-0.0,0.0
,2024-05-08 18:01:59,2024-05-06,JPM,Neal Michael A,Dir,G,$0.00,-5543.0,51859.0,-0.1,-$0,0.0,-0.0,-0.001,06/05/2024,08/05/2024,-0.0,0.0
,2024-05-08 17:25:52,2024-05-08,JPM,Bacon Ashley,Chief Risk Officer,S,$193.65,-5086.0,217351.0,-0.02,"-$984,876",193.65,-984876.0,-0.0002,08/05/2024,08/05/2024,-984903.9,27.900000000023283
,2024-05-08 17:22:46,2024-05-08,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S,$193.66,-15895.0,585898.0,-0.03,"-$3,078,221",193.66,-3078221.0,-0.0003,08/05/2024,08/05/2024,-3078225.6999999997,4.699999999720603
,2024-05-08 17:21:44,2024-05-08,JPM,Piepszak Jennifer,Co-CEO CIB,S,$193.66,-8831.0,41650.0,-0.17,"-$1,710,187",193.66,-1710187.0,-0.0017000000000000001,08/05/2024,08/05/2024,-1710211.46,24.459999999962747
,2024-05-06 17:55:20,2024-05-06,JPM,Korablina Elena A,Corporate Controller,S,$190.91,-21829.0,6484.0,-0.77,"-$4,167,359",190.91,-4167359.0,-0.0077,06/05/2024,06/05/2024,-4167374.39,15.390000000130385
,2024-04-19 16:28:40,2024-04-19,JPM,Dimon James,"COB, CEO",G,$0.00,-136345.0,7525746.0,-0.02,-$0,0.0,-0.0,-0.0002,19/04/2024,19/04/2024,-0.0,0.0
,2024-04-15 16:56:52,2024-04-15,JPM,Dimon James,"COB, CEO",S,$184.18,-178222.0,7662091.0,-0.02,"-$32,824,625",184.18,-32824625.0,-0.0002,15/04/2024,15/04/2024,-32824927.96,302.96000000089407
,2024-04-02 16:51:31,2024-03-29,JPM,Novakovic Phebe N,Dir,A,$200.30,187.0,9840.0,0.02,"+$37,500",200.3,37500.0,0.0002,29/03/2024,02/04/2024,37456.1,43.900000000001455
,2024-04-02 16:51:30,2024-03-29,JPM,Neal Michael A,Dir,A,$200.30,187.0,57122.0,0,"+$37,500",200.3,37500.0,0.0,29/03/2024,02/04/2024,37456.1,43.900000000001455
,2024-04-02 16:51:26,2024-03-29,JPM,Gorsky Alex,Dir,A,$200.30,187.0,4611.0,0.04,"+$37,500",200.3,37500.0,0.0004,29/03/2024,02/04/2024,37456.1,43.900000000001455
,2024-04-02 16:51:18,2024-03-29,JPM,Flynn Timothy Patrick,Dir,A,$200.30,225.0,70359.0,0,"+$45,000",200.3,45000.0,0.0,29/03/2024,02/04/2024,45067.5,67.5
,2024-04-02 16:51:17,2024-03-29,JPM,Rometty Virginia M,Dir,A,$200.30,200.0,11263.0,0.02,"+$40,000",200.3,40000.0,0.0002,29/03/2024,02/04/2024,40060.0,60.0
,2024-04-02 16:51:14,2024-03-29,JPM,Burke Stephen B,Dir,A,$200.30,306.0,252436.0,0,"+$61,250",200.3,61250.0,0.0,29/03/2024,02/04/2024,61291.8,41.80000000000291
,2024-04-02 16:51:14,2019-03-01,JPM,Burke Stephen B,Dir,G,$0.00,222.0,252436.0,0,+$0,0.0,0.0,0.0,01/03/2019,02/04/2024,0.0,0.0
,2024-04-02 16:51:06,2024-03-29,JPM,Hobson Mellody L,Dir,A,$200.30,250.0,149589.0,0,"+$50,000",200.3,50000.0,0.0,29/03/2024,02/04/2024,50075.0,75.0
D,2024-03-27 16:17:09,2024-03-25,JPM,Pinto Daniel E,"Pres, COO",F,$195.65,-59178.0,638760.0,-0.08,"-$11,578,177",195.65,-11578177.0,-0.0008,25/03/2024,27/03/2024,-11578175.700000001,1.299999998882413
D,2024-03-27 16:17:07,2024-03-25,JPM,Friedman Stacey,GC,F,$195.65,-21850.0,111673.0,-0.16,"-$4,274,987",195.65,-4274987.0,-0.0016,25/03/2024,27/03/2024,-4274952.5,34.5
D,2024-03-27 16:17:07,2024-03-25,JPM,Leopold Robin,Head of HR,F,$195.65,-10197.0,66155.0,-0.13,"-$1,995,108",195.65,-1995108.0,-0.0013,25/03/2024,27/03/2024,-1995043.05,64.94999999995343
D,2024-03-27 16:17:06,2024-03-25,JPM,Piepszak Jennifer,Co-CEO CIB,F,$195.65,-21849.0,50481.0,-0.3,"-$4,274,792",195.65,-4274792.0,-0.003,25/03/2024,27/03/2024,-4274756.850000001,35.14999999944121
D,2024-03-27 16:17:01,2024-03-25,JPM,Beer Lori A,CIO,S+OE,$195.36,-3920.0,51673.0,-0.07,"-$765,805",195.36,-765805.0,-0.0007000000000000001,25/03/2024,27/03/2024,-765811.2000000001,6.200000000069849
D,2024-03-27 16:17:01,2024-03-25,JPM,Beer Lori A,CIO,F,$195.65,-13110.0,51673.0,-0.2,"-$2,565,042",195.65,-2565042.0,-0.002,25/03/2024,27/03/2024,-2564971.5,70.5
D,2024-03-27 16:17:01,2024-03-25,JPM,Lake Marianne,CEO CCB,F,$195.65,-29035.0,232765.0,-0.11,"-$5,680,779",195.65,-5680779.0,-0.0011,25/03/2024,27/03/2024,-5680697.75,81.25
D,2024-03-27 16:17:00,2024-03-25,JPM,Rohrbaugh Troy L,Co-CEO CIB,F,$195.65,-39329.0,198168.0,-0.17,"-$7,694,683",195.65,-7694683.0,-0.0017000000000000001,25/03/2024,27/03/2024,-7694718.850000001,35.85000000055879
D,2024-03-27 16:16:56,2024-03-25,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",F,$195.65,-39329.0,601793.0,-0.06,"-$7,694,683",195.65,-7694683.0,-0.0006,25/03/2024,27/03/2024,-7694718.850000001,35.85000000055879
D,2024-03-27 16:16:52,2024-03-25,JPM,Dimon James,"COB, CEO",F,$195.65,-161845.0,7840325.0,-0.02,"-$31,664,947",195.65,-31664947.0,-0.0002,25/03/2024,27/03/2024,-31664974.25,27.25
D,2024-03-27 16:16:48,2024-03-25,JPM,Bacon Ashley,Chief Risk Officer,F,$195.65,-20922.0,222437.0,-0.09,"-$4,093,482",195.65,-4093482.0,-0.0009,25/03/2024,27/03/2024,-4093389.3000000003,92.6999999997206
,2024-02-22 18:51:41,2024-02-22,JPM,Rohrbaugh Troy L,"Co-CEO Comm., Invest. Bank",S,$182.74,-75000.0,166378.0,-0.31,"-$13,705,155",182.74,-13705155.0,-0.0031,22/02/2024,22/02/2024,-13705500.0,345.0
,2024-02-22 18:51:40,2024-02-22,JPM,Beer Lori A,CIO,S,$182.74,-3920.0,44996.0,-0.08,"-$716,356",182.74,-716356.0,-0.0008,22/02/2024,22/02/2024,-716340.8,15.199999999953434
,2024-02-22 18:51:32,2024-02-22,JPM,Friedman Stacey,GC,S,$182.73,-6030.0,94012.0,-0.06,"-$1,101,878",182.73,-1101878.0,-0.0006,22/02/2024,22/02/2024,-1101861.9,16.100000000093132
,2024-02-22 17:51:39,2024-02-22,JPM,Dimon James,"COB, CEO",S,$182.74,-821778.0,7709513.0,-0.1,"-$150,167,221",182.74,-150167221.0,-0.001,22/02/2024,22/02/2024,-150171711.72,4490.719999998808
,2024-02-16 19:36:16,2024-02-16,JPM,Scher Peter,Vice COB,S,$178.96,-1810.0,44956.0,-0.04,"-$323,915",178.96,-323915.0,-0.0004,16/02/2024,16/02/2024,-323917.60000000003,2.6000000000349246
,2024-02-16 19:36:12,2024-02-16,JPM,Piepszak Jennifer,Co-CEO CIB,S,$178.96,-1648.0,32819.0,-0.05,"-$294,918",178.96,-294918.0,-0.0005,16/02/2024,16/02/2024,-294926.08,8.080000000016298
,2024-02-16 19:36:09,2024-02-16,JPM,Petno Douglas B,CEO Commercial Banking,S,$178.99,-3266.0,407273.0,-0.01,"-$584,586",178.99,-584586.0,-0.0001,16/02/2024,16/02/2024,-584581.3400000001,4.659999999916181
,2024-02-16 19:36:05,2024-02-16,JPM,Lake Marianne,CEO CCB,S,$178.97,-4459.0,209296.0,-0.02,"-$798,039",178.97,-798039.0,-0.0002,16/02/2024,16/02/2024,-798027.23,11.770000000018626
,2024-02-16 19:36:01,2024-02-16,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S,$178.99,-4814.0,570003.0,-0.01,"-$861,665",178.99,-861665.0,-0.0001,16/02/2024,16/02/2024,-861657.86,7.14000000001397
,2024-02-16 19:35:54,2024-02-16,JPM,Bacon Ashley,Chief Risk Officer,S,$179.00,-3368.0,202093.0,-0.02,"-$602,857",179.0,-602857.0,-0.0002,16/02/2024,16/02/2024,-602872.0,15.0
,2024-02-13 16:26:15,2024-02-12,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-2875.0,410539.0,-0.01,-$0,0.0,-0.0,-0.0001,12/02/2024,13/02/2024,-0.0,0.0
,2024-02-09 17:55:11,2024-02-08,JPM,Leopold Robin,Head of HR,G,$0.00,706.0,57914.0,-0.01,+$0,0.0,0.0,-0.0001,08/02/2024,09/02/2024,0.0,0.0
,2024-01-18 16:33:54,2024-01-16,JPM,Weinberger Mark A,Dir,A,$166.20,1595.0,2095.0,3.19,"+$265,000",166.2,265000.0,0.0319,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:47,2024-01-16,JPM,Rometty Virginia M,Dir,A,$166.20,1595.0,11063.0,0.17,"+$265,000",166.2,265000.0,0.0017000000000000001,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:44,2024-01-16,JPM,Novakovic Phebe N,Dir,A,$166.20,1595.0,9653.0,0.2,"+$265,000",166.2,265000.0,0.002,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:43,2024-01-16,JPM,Neal Michael A,Dir,A,$166.20,1595.0,56935.0,0.03,"+$265,000",166.2,265000.0,0.0003,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:41,2024-01-16,JPM,Hobson Mellody L,Dir,A,$166.20,1595.0,149339.0,0.01,"+$265,000",166.2,265000.0,0.0001,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:36,2024-01-16,JPM,Gorsky Alex,Dir,A,$166.20,1595.0,4424.0,0.56,"+$265,000",166.2,265000.0,0.005600000000000001,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:31,2024-01-16,JPM,Flynn Timothy Patrick,Dir,A,$166.20,1595.0,70134.0,0.02,"+$265,000",166.2,265000.0,0.0002,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:22,2024-01-16,JPM,Boler-Davis Alicia S,Dir,A,$166.20,1595.0,1880.0,5.59,"+$265,000",166.2,265000.0,0.0559,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:13,2024-01-16,JPM,Combs Todd A.,Dir,A,$166.20,1595.0,31331.0,0.05,"+$265,000",166.2,265000.0,0.0005,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:12,2024-01-16,JPM,Burke Stephen B,Dir,A,$166.20,1595.0,251908.0,0.01,"+$265,000",166.2,265000.0,0.0001,16/01/2024,18/01/2024,265089.0,89.0
,2024-01-18 16:33:00,2024-01-16,JPM,Bammann Linda,Dir,A,$166.20,1595.0,99529.0,0.02,"+$265,000",166.2,265000.0,0.0002,16/01/2024,18/01/2024,265089.0,89.0
D,2024-01-16 19:11:01,2024-01-13,JPM,Korablina Elena A,Corporate Controller,F,$172.61,-3957.0,28313.0,-0.12,"-$682,998",172.61,-682998.0,-0.0012,13/01/2024,16/01/2024,-683017.77,19.770000000018626
D,2024-01-16 19:11:00,2024-01-13,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",F,$172.61,-39263.0,595732.0,-0.06,"-$6,776,990",172.61,-6776990.0,-0.0006,13/01/2024,16/01/2024,-6777186.430000001,196.4300000006333
D,2024-01-16 19:10:56,2024-01-13,JPM,Friedman Stacey,GC,F,$172.61,-13034.0,100042.0,-0.12,"-$2,249,734",172.61,-2249734.0,-0.0012,13/01/2024,16/01/2024,-2249798.74,64.74000000022352
D,2024-01-16 19:10:52,2024-01-13,JPM,Beer Lori A,CIO,F,$172.61,-7631.0,48916.0,-0.13,"-$1,317,149",172.61,-1317149.0,-0.0013,13/01/2024,16/01/2024,-1317186.9100000001,37.91000000014901
D,2024-01-16 19:10:46,2024-01-13,JPM,Leopold Robin,Head of HR,F,$172.61,-6224.0,57914.0,-0.1,"-$1,074,294",172.61,-1074294.0,-0.001,13/01/2024,16/01/2024,-1074324.6400000001,30.640000000130385
D,2024-01-16 19:10:44,2024-01-13,JPM,Barnum Jeremy,CFO,F,$172.61,-9071.0,34744.0,-0.21,"-$1,565,700",172.61,-1565700.0,-0.0021,13/01/2024,16/01/2024,-1565745.31,45.31000000005588
D,2024-01-16 19:10:40,2024-01-13,JPM,Scher Peter,Vice COB,F,$172.61,-5345.0,46766.0,-0.1,"-$922,574",172.61,-922574.0,-0.001,13/01/2024,16/01/2024,-922600.4500000001,26.45000000006985
D,2024-01-16 19:10:40,2024-01-16,JPM,Scher Peter,Vice COB,S+OE,$166.65,-1812.0,46766.0,-0.04,"-$301,971",166.65,-301971.0,-0.0004,16/01/2024,16/01/2024,-301969.8,1.2000000000116415
D,2024-01-16 19:10:36,2024-01-13,JPM,Piepszak Jennifer,Co-CEO CCB,F,$172.61,-14353.0,34467.0,-0.29,"-$2,477,400",172.61,-2477400.0,-0.0029,13/01/2024,16/01/2024,-2477471.33,71.3300000000745
D,2024-01-16 19:10:36,2024-01-16,JPM,Piepszak Jennifer,Co-CEO CCB,S+OE,$166.59,-1649.0,34467.0,-0.05,"-$274,709",166.59,-274709.0,-0.0005,16/01/2024,16/01/2024,-274706.91000000003,2.0899999999674037
D,2024-01-16 19:10:30,2024-01-13,JPM,Petno Douglas B,CEO Commercial Banking,F,$172.61,-14137.0,413414.0,-0.03,"-$2,440,117",172.61,-2440117.0,-0.0003,13/01/2024,16/01/2024,-2440187.5700000003,70.57000000029802
D,2024-01-16 19:10:30,2024-01-16,JPM,Petno Douglas B,CEO Commercial Banking,S+OE,$166.70,-3267.0,413414.0,-0.01,"-$544,596",166.7,-544596.0,-0.0001,16/01/2024,16/01/2024,-544608.8999999999,12.899999999906868
D,2024-01-16 19:10:26,2024-01-13,JPM,Lake Marianne,Co-CEO CCB,F,$172.61,-16585.0,213755.0,-0.07,"-$2,862,654",172.61,-2862654.0,-0.0007000000000000001,13/01/2024,16/01/2024,-2862736.85,82.85000000009313
D,2024-01-16 19:10:26,2024-01-16,JPM,Lake Marianne,Co-CEO CCB,S+OE,$166.72,-4459.0,213755.0,-0.02,"-$743,422",166.72,-743422.0,-0.0002,16/01/2024,16/01/2024,-743404.48,17.520000000018626
D,2024-01-16 19:10:20,2024-01-13,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",F,$172.61,-21897.0,574817.0,-0.04,"-$3,779,532",172.61,-3779532.0,-0.0004,13/01/2024,16/01/2024,-3779641.1700000004,109.17000000039116
D,2024-01-16 19:10:20,2024-01-16,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S+OE,$166.73,-4814.0,574817.0,-0.01,"-$802,618",166.73,-802618.0,-0.0001,16/01/2024,16/01/2024,-802638.22,20.21999999997206
D,2024-01-16 19:10:17,2024-01-13,JPM,Bacon Ashley,Chief Risk Officer,F,$172.61,-12161.0,205461.0,-0.06,"-$2,099,049",172.61,-2099049.0,-0.0006,13/01/2024,16/01/2024,-2099110.21,61.20999999996275
D,2024-01-16 19:10:17,2024-01-16,JPM,Bacon Ashley,Chief Risk Officer,S+OE,$166.73,-3368.0,205461.0,-0.02,"-$561,551",166.73,-561551.0,-0.0002,16/01/2024,16/01/2024,-561546.64,4.35999999998603
,2024-01-03 16:19:47,2023-12-31,JPM,Burke Stephen B,Dir,A,$170.10,316.0,249446.0,0,"+$53,750",170.1,53750.0,0.0,31/12/2023,03/01/2024,53751.6,1.5999999999985448
,2024-01-03 16:19:46,2023-12-31,JPM,Hobson Mellody L,Dir,A,$170.10,254.0,147634.0,0,"+$43,167",170.1,43167.0,0.0,31/12/2023,03/01/2024,43205.4,38.400000000001455
,2024-01-03 16:19:44,2023-12-31,JPM,Rometty Virginia M,Dir,A,$170.10,213.0,9413.0,0.02,"+$36,250",170.1,36250.0,0.0002,31/12/2023,03/01/2024,36231.299999999996,18.700000000004366
,2024-01-03 16:19:36,2023-12-31,JPM,Gorsky Alex,Dir,A,$170.10,191.0,2813.0,0.07,"+$32,500",170.1,32500.0,0.0007000000000000001,31/12/2023,03/01/2024,32489.1,10.900000000001455
,2024-01-03 16:19:30,2023-12-31,JPM,Novakovic Phebe N,Dir,A,$170.10,191.0,8012.0,0.02,"+$32,500",170.1,32500.0,0.0002,31/12/2023,03/01/2024,32489.1,10.900000000001455
,2024-01-03 16:19:22,2023-12-31,JPM,Flynn Timothy Patrick,Dir,A,$170.10,228.0,68185.0,0,"+$38,750",170.1,38750.0,0.0,31/12/2023,03/01/2024,38782.799999999996,32.799999999995634
,2024-01-03 16:19:21,2023-12-31,JPM,Neal Michael A,Dir,A,$170.10,191.0,55060.0,0,"+$32,500",170.1,32500.0,0.0,31/12/2023,03/01/2024,32489.1,10.900000000001455
,2023-12-12 17:06:06,2023-12-12,JPM,Lake Marianne,Co-CEO CCB,S,$160.00,-32243.0,203271.0,-0.14,"-$5,158,906",160.0,-5158906.0,-0.0014000000000000002,12/12/2023,12/12/2023,-5158880.0,26.0
,2023-11-02 16:16:53,2023-11-01,JPM,Dimon James,"COB, CEO",G,$0.00,-100359.0,8531205.0,-0.01,-$0,0.0,-0.0,-0.0001,01/11/2023,02/11/2023,-0.0,0.0
D,2023-10-26 16:34:33,2023-10-25,JPM,Korablina Elena A,Corporate Controller,F,$140.35,-969.0,24651.0,-0.04,"-$135,994",140.35,-135994.0,-0.0004,25/10/2023,26/10/2023,-135999.15,5.149999999994179
,2023-10-25 16:17:01,2023-10-23,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-678.0,403613.0,0,-$0,0.0,-0.0,0.0,23/10/2023,25/10/2023,-0.0,0.0
,2023-10-02 16:20:27,2023-09-30,JPM,Rometty Virginia M,Dir,A,$145.02,233.0,9136.0,0.03,"+$33,750",145.02,33750.0,0.0003,30/09/2023,02/10/2023,33789.66,39.66000000000349
,2023-10-02 16:19:25,2023-09-30,JPM,Novakovic Phebe N,Dir,A,$145.02,224.0,7769.0,0.03,"+$32,500",145.02,32500.0,0.0003,30/09/2023,02/10/2023,32484.480000000003,15.519999999996799
,2023-10-02 16:19:22,2023-09-30,JPM,Neal Michael A,Dir,A,$145.02,224.0,54540.0,0,"+$32,500",145.02,32500.0,0.0,30/09/2023,02/10/2023,32484.480000000003,15.519999999996799
,2023-10-02 16:18:15,2023-09-30,JPM,Hobson Mellody L,Dir,A,$145.02,259.0,147253.0,0,"+$37,500",145.02,37500.0,0.0,30/09/2023,02/10/2023,37560.18,60.18000000000029
,2023-10-02 16:17:14,2023-09-30,JPM,Gorsky Alex,Dir,A,$145.02,224.0,2603.0,0.09,"+$32,500",145.02,32500.0,0.0009,30/09/2023,02/10/2023,32484.480000000003,15.519999999996799
